book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1486,75,6,4017,325,6,47,2018,162,2
1648,14,4,12992,651,7,8,2002,9,5
699,292,9,2633,340,10,37,2001,119,7
2823,95,5,24415,668,3,45,2019,115,7
203,419,3,28080,504,10,36,2011,136,4
2223,238,5,16629,625,4,38,2004,107,4
2619,14,1,5573,223,2,40,2021,178,1
1321,314,9,28000,112,9,11,2021,173,7
1377,184,8,29305,144,3,35,2007,88,6
2157,14,6,12824,413,3,49,2019,119,2
1231,5,7,4615,466,4,15,2013,138,1
1662,35,10,13472,121,5,38,2013,47,4
1515,304,9,18443,600,2,34,2006,185,2
628,271,4,537,216,5,16,2007,16,2
2290,73,3,2869,682,1,48,2019,139,6
1194,28,6,27980,624,10,9,2012,144,7
1968,433,3,9232,339,2,36,2000,146,2
1882,289,9,19434,577,5,25,2014,175,5
2914,374,8,2572,410,2,33,2002,119,6
682,130,3,28048,121,2,12,2001,131,7
949,128,8,25525,266,1,17,2019,51,5
354,7,10,7423,445,4,15,2004,29,5
806,215,1,18935,604,5,41,2018,141,2
2325,68,7,28008,592,7,36,2014,138,1
2786,279,10,23659,659,10,3,2009,87,3
1598,333,5,16105,585,7,15,2007,185,1
495,43,8,29705,259,10,24,2006,181,5
2803,315,10,3991,368,9,37,2015,187,3
2317,358,8,8191,397,10,24,2012,198,6
2825,28,8,15655,678,10,41,2009,171,2
424,135,10,2061,441,9,13,2012,15,6
2850,327,4,5568,100,8,4,2020,134,3
1832,81,8,3529,189,4,5,2008,124,6
2239,224,10,26113,162,8,24,2008,13,7
2305,242,9,7732,642,9,38,2021,69,3
2858,1,5,7706,159,1,21,2000,185,7
2977,327,2,7489,102,1,41,2010,144,6
619,289,6,25431,636,3,50,2006,133,6
1099,318,5,29319,477,8,38,2011,114,5
1269,400,4,6370,256,10,13,2016,61,7
2253,323,7,18828,581,3,22,2009,83,4
1733,220,2,28446,233,7,13,2003,118,1
1947,10,6,11055,450,1,3,2001,196,7
2727,241,7,26500,419,4,45,2018,68,7
1739,426,8,9991,173,5,40,2009,153,5
2344,16,2,17783,203,6,49,2006,53,4
2331,77,4,14940,670,4,15,2006,130,7
2882,185,4,3064,295,5,25,2014,36,5
503,346,8,5652,369,10,35,2007,9,7
719,74,3,7994,643,8,1,2020,197,6
741,425,7,13563,675,1,43,2000,109,4
1196,403,1,25443,148,2,24,2018,97,2
1861,428,8,22824,432,10,26,2000,122,1
682,367,4,20968,372,7,8,2009,157,6
1533,148,10,10024,647,5,17,2003,117,2
1420,89,2,21816,324,1,16,2015,179,6
562,119,9,28550,526,5,34,2015,185,1
2010,192,6,17905,638,4,30,2006,166,2
885,68,3,11353,384,6,37,2014,34,4
727,158,5,282,423,2,37,2017,84,2
2791,335,8,9723,560,6,9,2007,42,1
800,430,4,18574,495,5,46,2000,138,6
616,115,1,15851,349,7,17,2013,86,2
1754,324,6,13531,580,5,50,2010,164,5
2156,239,4,12357,427,7,18,2000,138,6
1236,140,1,28810,648,4,35,2021,75,7
765,209,7,18789,403,8,22,2000,32,3
2373,336,4,29957,521,4,47,2018,117,4
1762,27,3,23555,407,7,18,2010,161,5
700,11,3,10067,435,3,15,2012,10,3
2665,28,3,24172,183,2,44,2015,18,3
1460,439,5,27363,435,2,1,2017,6,5
735,134,5,7037,160,9,17,2001,70,4
401,222,5,18521,422,6,21,2012,163,4
2611,362,7,8124,376,8,38,2021,146,5
2911,321,10,15479,203,4,39,2021,145,4
924,42,7,16935,699,9,43,2019,2,3
1607,21,1,12361,580,9,15,2002,80,1
2843,224,1,14463,209,5,11,2019,2,4
1765,16,1,3931,686,5,28,2001,142,7
92,235,4,9490,546,5,46,2019,144,2
1724,235,2,29724,397,6,22,2013,56,1
102,295,8,786,149,4,20,2014,38,5
920,304,3,950,418,6,27,2005,50,3
1775,24,1,13821,122,10,38,2019,175,3
2071,340,8,26210,100,10,17,2018,118,3
2523,255,1,4427,693,10,33,2020,90,1
2593,415,8,27817,340,8,30,2010,196,6
430,189,1,4980,561,4,49,2016,108,1
148,429,1,12398,197,8,24,2010,60,3
918,427,4,29002,359,7,44,2003,157,2
1191,132,3,7543,698,9,10,2012,195,1
463,250,3,14423,491,7,19,2012,9,2
1931,165,8,29728,690,8,2,2002,2,4
1344,126,8,1831,576,7,13,2000,183,4
2576,76,9,7141,326,1,31,2017,188,6
1719,257,8,6239,95,2,48,2006,16,5
2890,354,5,18906,364,10,44,2010,18,6
1272,13,8,23448,204,8,13,2006,185,2
499,322,4,13098,79,6,27,2001,187,1
2407,63,9,22879,519,5,40,2018,127,5
2923,48,3,26055,148,3,36,2012,141,1
2405,423,4,7834,408,8,29,2007,155,4
1385,214,8,28970,684,1,28,2019,21,7
2933,442,1,11306,486,9,47,2004,52,3
87,45,5,4702,654,5,34,2011,104,1
1599,86,8,5616,565,1,48,2014,72,2
2731,10,2,881,408,8,1,2016,193,2
1161,296,4,13335,631,1,27,2016,108,5
198,238,1,22195,610,6,48,2006,79,2
693,152,6,22492,213,9,47,2011,132,5
2262,289,9,6665,332,1,42,2011,26,4
2963,216,8,6448,537,2,31,2016,125,5
352,395,4,16970,203,1,49,2010,41,5
792,61,5,771,243,10,40,2003,85,4
1806,92,5,3221,330,5,16,2007,73,7
1306,314,5,4176,650,2,24,2012,173,7
7,84,5,19757,372,4,13,2014,22,7
1578,50,10,23337,426,6,23,2009,118,4
2220,346,8,20767,614,6,16,2018,132,5
2862,53,8,20574,353,2,6,2020,169,7
2108,262,4,24870,184,8,8,2010,64,3
1589,6,2,2271,569,2,10,2005,109,3
1909,213,9,15322,331,9,42,2006,69,6
931,397,2,6505,174,2,20,2019,47,3
2149,218,5,10486,383,4,4,2005,109,1
1435,1,6,10307,505,4,11,2015,193,6
684,253,3,1816,437,8,11,2002,197,3
2308,264,4,16996,559,4,35,2002,27,1
2668,98,4,6289,620,8,24,2006,33,2
2583,418,3,4253,110,10,2,2012,194,4
1799,392,7,10943,201,10,11,2017,108,1
209,89,9,4982,421,7,18,2002,128,6
224,249,5,18773,482,2,8,2012,163,6
1848,166,8,18751,578,3,5,2002,53,7
1108,138,5,16770,337,2,41,2008,83,6
398,135,6,7548,323,8,22,2001,107,3
295,88,10,8904,258,1,20,2007,190,7
789,147,1,26502,689,8,18,2014,66,3
796,32,2,29789,103,2,29,2010,159,2
2896,427,3,243,578,5,24,2005,20,1
2483,177,5,16399,460,10,19,2003,98,6
1713,279,4,23330,581,1,32,2016,75,4
2079,41,2,907,682,8,16,2017,169,7
1869,258,5,12107,671,10,32,2003,176,1
1578,379,10,12838,445,5,39,2021,43,1
580,143,3,865,255,9,1,2013,25,6
1905,256,8,13725,299,3,24,2001,172,3
2925,33,3,18097,420,4,39,2002,106,6
1528,386,2,10284,106,4,45,2017,80,1
2741,30,10,10695,680,10,47,2010,73,5
2472,279,9,8328,140,10,6,2018,66,7
1870,307,8,18192,246,8,31,2003,182,2
2253,163,6,2558,572,3,30,2010,20,1
586,353,6,12742,391,2,44,2012,153,7
937,39,5,3671,485,4,13,2013,101,4
2472,343,2,7053,302,7,44,2014,74,7
1642,290,7,12780,280,5,44,2021,185,4
2664,98,6,24524,334,4,23,2009,41,1
2808,313,3,14903,448,8,39,2003,95,5
2714,250,6,7502,301,6,32,2003,108,3
1659,411,2,12576,149,1,1,2021,11,1
401,16,2,22806,288,8,13,2002,154,1
1620,351,6,493,447,9,33,2015,25,2
1058,146,9,21329,326,8,20,2003,25,3
633,18,7,13447,289,7,40,2004,118,4
2171,328,8,18683,681,8,31,2000,155,2
1480,35,2,129,678,3,6,2018,155,1
2559,238,6,21249,454,9,7,2003,180,1
692,28,3,15383,479,8,15,2015,164,4
1466,347,2,28863,124,6,26,2001,183,3
1535,122,3,4639,540,5,20,2010,91,2
2741,144,2,19398,696,10,40,2002,159,1
1784,118,8,9038,664,4,15,2000,183,5
2221,328,9,15300,497,2,7,2009,102,3
1897,132,1,12566,220,3,45,2006,8,7
1046,304,1,185,366,3,4,2018,45,7
511,403,4,25854,653,7,16,2017,173,7
1220,10,5,17233,468,8,50,2019,71,3
2320,244,6,13975,241,9,44,2004,147,3
361,162,10,21250,571,1,17,2017,81,2
1329,98,8,8240,496,9,38,2019,139,6
828,383,7,8559,347,9,21,2014,186,7
2589,82,10,4372,384,3,36,2018,153,5
56,161,4,29743,352,2,14,2010,21,1
1615,166,7,8191,416,10,8,2003,51,5
2398,188,10,29615,533,6,39,2002,188,7
2509,433,6,28372,597,9,32,2005,39,3
2575,24,2,15197,139,9,25,2016,183,4
2270,178,10,8376,288,4,26,2010,78,4
32,141,10,5567,598,1,34,2018,89,3
2583,105,7,18903,476,10,13,2008,197,6
2134,30,10,26287,301,4,32,2012,20,7
2270,207,7,27839,661,7,43,2010,55,5
1710,78,10,577,610,1,21,2019,121,7
1081,100,10,27449,636,3,40,2014,192,3
2218,145,6,4446,606,6,16,2002,110,4
2068,441,4,12492,576,9,31,2021,85,1
1872,445,1,22777,493,3,15,2013,7,7
2761,76,2,28478,546,1,41,2007,86,4
675,41,9,18737,200,2,9,2003,46,5
2014,308,2,21136,248,9,1,2014,181,5
2847,376,8,19107,533,1,48,2013,22,5
1899,94,9,28001,226,4,28,2015,33,4
1309,280,7,3684,80,6,2,2021,90,6
2031,344,7,509,655,8,6,2017,35,5
1641,170,9,29897,663,6,34,2004,137,2
1648,299,6,9977,602,5,33,2005,42,3
1279,349,6,5790,332,7,14,2007,90,5
2435,277,1,24429,270,2,43,2009,15,3
2607,387,5,12478,549,6,12,2021,106,7
2427,326,5,17171,315,7,43,2011,37,5
637,130,6,22395,511,2,49,2004,12,6
1558,238,1,10702,256,5,3,2002,198,4
106,417,1,3534,432,10,26,2004,144,2
2709,141,4,6151,318,8,25,2010,127,4
2369,332,1,28883,164,8,26,2003,189,5
2995,136,9,16131,542,9,14,2017,69,7
246,3,7,4331,556,5,28,2012,91,5
603,285,10,1572,507,9,26,2020,32,1
494,340,6,27369,617,10,9,2003,31,5
1438,344,2,9322,238,10,19,2011,65,7
1961,256,10,16961,288,10,38,2000,115,2
1088,276,2,14883,215,2,25,2004,28,4
65,212,3,24381,471,4,24,2007,46,6
1661,141,2,17515,374,4,40,2003,136,6
2255,247,7,27461,697,1,25,2021,200,6
567,274,3,2172,676,10,14,2018,108,7
1312,200,7,10181,655,6,10,2014,109,7
52,14,6,11636,344,4,34,2020,97,4
1910,263,2,10026,574,8,24,2011,147,1
2586,158,8,23483,385,4,36,2012,84,2
2523,281,2,588,383,6,9,2012,170,7
915,275,9,8906,294,4,35,2018,77,6
2557,32,7,4135,153,8,31,2020,117,1
1679,157,8,16775,118,6,7,2001,122,3
240,183,1,21261,462,8,35,2003,88,7
2493,36,5,20828,696,7,9,2008,144,4
2052,20,6,11248,392,3,16,2019,3,2
1970,340,8,7758,537,9,27,2013,166,4
245,313,8,11800,272,8,16,2000,153,4
1599,48,10,11358,126,3,22,2011,99,4
2292,65,2,19837,348,8,36,2008,16,7
348,361,7,21848,98,10,6,2002,165,1
1131,26,6,94,627,4,10,2011,85,2
1890,405,6,27699,233,4,48,2001,129,5
1409,190,6,13825,86,3,34,2009,105,7
2018,414,8,3587,107,10,25,2017,139,6
2000,147,1,3529,602,3,25,2020,125,2
1135,5,9,17491,561,9,43,2005,160,2
2355,104,4,8637,212,6,46,2002,185,4
1657,335,7,479,426,1,25,2000,48,4
737,55,7,1644,435,8,16,2011,200,4
2950,331,10,25958,398,4,15,2000,5,6
347,419,1,16717,588,2,24,2009,121,1
2698,419,4,8432,671,4,32,2010,91,5
353,239,8,17575,124,8,42,2005,34,3
2524,22,9,5178,333,3,41,2003,125,6
442,128,1,14192,509,9,40,2015,164,7
1278,190,9,18957,193,6,21,2018,59,7
2640,245,2,29912,189,1,46,2019,71,1
1708,27,4,20328,250,6,3,2003,57,3
983,236,3,2743,625,7,10,2005,49,2
2224,382,9,9218,392,8,35,2007,175,7
1559,358,6,19921,424,5,3,2003,61,4
2833,293,3,14494,284,1,15,2010,7,3
699,28,7,13512,524,6,5,2000,57,1
1359,381,10,25393,570,6,49,2008,177,1
255,151,9,12427,497,3,20,2021,172,3
827,62,9,14331,552,10,14,2017,159,6
1966,404,4,19222,656,1,32,2003,5,3
2500,69,3,6260,658,7,34,2010,97,1
1704,359,3,18647,99,8,31,2013,100,7
2982,401,9,6355,241,8,38,2011,54,7
226,204,1,7894,75,10,28,2013,59,7
407,202,6,14424,110,7,28,2000,95,1
2242,343,6,8386,555,5,26,2014,12,3
2748,10,4,221,101,2,13,2014,32,3
2723,296,1,24056,437,10,9,2007,198,5
2916,317,5,10036,670,10,1,2004,82,5
1547,275,1,26964,588,1,15,2020,34,5
1607,315,9,22898,510,9,4,2005,100,4
1695,255,7,4482,613,5,4,2013,172,2
12,176,9,8315,129,3,26,2006,18,1
2938,270,8,11563,427,2,44,2016,62,6
811,181,10,13073,349,5,10,2018,170,7
1551,332,10,17684,142,2,39,2010,8,3
1096,236,1,9812,200,2,7,2000,131,3
1105,408,10,14256,359,10,35,2010,106,5
2368,195,3,7569,235,5,37,2016,116,7
921,144,10,27719,163,6,22,2003,179,4
1882,217,1,17224,152,3,32,2014,104,1
505,392,10,17206,501,2,9,2017,107,6
699,314,6,1609,134,6,38,2002,52,1
1884,421,4,28110,307,10,17,2006,93,4
1503,20,8,12208,305,2,40,2006,125,1
1775,106,10,28984,529,7,36,2021,172,1
623,425,1,19471,523,8,15,2010,112,7
573,93,3,2159,512,1,47,2005,200,3
1397,65,7,23434,621,4,37,2018,183,7
1834,200,7,1150,197,3,11,2021,43,4
2499,167,9,21531,521,2,48,2017,154,4
501,89,4,20266,611,7,24,2009,7,3
2549,280,10,24327,143,3,44,2011,190,2
1452,314,8,3354,633,10,5,2010,188,2
1460,161,4,5776,387,4,1,2019,160,7
1240,244,8,12545,554,2,48,2013,189,6
1240,203,2,16673,529,6,10,2019,119,1
2083,379,1,22571,269,9,10,2000,191,6
2578,113,6,26619,584,2,46,2005,75,4
1664,444,1,27130,551,4,39,2019,27,2
1663,19,7,5980,335,5,37,2007,137,4
1355,373,4,24087,338,8,20,2017,150,7
2984,420,5,1639,384,1,48,2010,174,6
1782,315,3,6946,360,10,33,2011,133,5
601,256,4,5975,529,9,9,2009,34,1
1999,241,7,3997,398,5,44,2017,60,2
2071,175,1,17361,96,7,31,2011,100,6
674,58,3,15877,344,4,45,2004,108,7
1865,92,7,19666,344,3,21,2016,114,6
1143,37,4,11727,671,10,32,2003,26,2
1711,43,2,28397,568,10,23,2010,105,1
2097,178,8,13073,567,5,23,2007,183,7
968,190,1,29291,290,7,14,2007,93,2
1230,240,4,27378,514,4,5,2006,110,4
1371,333,6,15551,559,9,39,2008,135,2
1822,312,7,26880,118,7,48,2006,94,2
1405,1,6,24433,329,8,25,2006,80,1
2699,256,9,14047,122,9,32,2015,14,6
2837,275,4,26806,195,2,49,2002,35,1
806,148,7,17423,614,9,25,2013,163,3
2581,189,5,1700,171,10,29,2013,34,2
2807,244,9,2422,408,10,48,2017,199,6
1254,332,9,2614,699,2,49,2006,124,7
275,160,10,22780,413,9,40,2004,19,3
1675,223,10,27848,312,10,18,2017,3,1
2981,186,5,24733,173,5,26,2003,23,3
700,63,10,1301,343,10,31,2003,169,5
96,210,3,13534,513,8,24,2021,30,5
254,154,10,29840,591,5,24,2015,93,1
2528,324,6,16492,241,6,15,2004,89,1
1778,239,5,23351,380,3,44,2007,120,5
2658,165,4,11815,534,9,16,2015,78,2
375,214,3,23214,491,3,29,2006,177,6
2910,372,6,576,700,2,15,2013,87,6
884,334,2,10939,128,5,25,2016,15,2
887,378,8,26010,380,10,4,2013,13,1
1632,435,9,28256,167,3,35,2007,136,6
216,136,10,15951,437,4,28,2020,24,4
2789,345,8,18717,422,2,6,2008,172,6
1243,70,8,11342,103,8,25,2019,30,6
633,58,2,14791,604,8,6,2018,32,1
426,316,1,22011,672,2,33,2009,197,2
1050,395,9,20341,182,7,27,2012,53,7
554,347,1,1544,422,2,19,2010,133,2
2815,55,2,7752,374,7,40,2006,59,3
2687,144,6,26870,452,9,1,2004,112,4
858,180,9,29715,369,6,31,2017,46,2
462,327,3,12311,200,4,25,2017,47,7
1678,289,1,18844,688,6,8,2006,186,4
2565,18,5,434,355,8,28,2012,48,5
421,386,9,11685,601,3,4,2007,82,2
1380,337,4,25991,646,9,5,2009,55,4
461,305,1,13582,473,3,22,2017,166,2
901,66,10,22270,696,2,49,2018,48,5
1878,433,2,3359,356,5,9,2015,53,5
1176,133,2,16925,435,4,19,2004,177,1
130,179,5,9613,442,3,13,2001,155,4
2241,15,7,19150,605,5,26,2003,88,6
916,95,6,11745,656,1,30,2008,178,3
2176,440,3,14582,477,9,25,2005,152,6
416,335,9,5487,304,9,37,2020,65,7
2955,117,2,25208,639,6,36,2019,119,4
1694,388,9,12469,249,6,48,2016,146,6
1510,42,7,5736,695,10,47,2012,117,2
686,304,4,4094,438,1,25,2011,145,3
554,172,6,10169,365,4,44,2008,148,1
1155,274,7,3816,140,9,31,2009,5,2
1577,171,9,6001,183,9,8,2019,172,7
2503,236,3,21145,191,7,41,2009,189,5
1192,354,4,17343,665,8,28,2013,122,2
2581,441,4,21107,348,7,19,2008,195,2
685,360,8,3820,199,1,44,2020,107,5
1211,397,3,8874,629,6,25,2012,52,7
430,426,5,8157,484,9,19,2000,107,5
1705,274,7,1263,624,3,38,2021,86,5
2720,424,4,21707,189,7,36,2017,168,2
1273,366,9,26852,612,6,46,2012,23,4
2025,414,4,18247,167,6,14,2015,195,7
1243,98,6,498,687,1,30,2013,62,2
2724,367,7,3613,488,9,14,2009,54,5
785,82,4,7727,663,8,39,2005,135,6
2367,421,6,16221,188,2,8,2006,128,5
204,6,3,26307,141,6,12,2019,130,5
1888,145,3,23578,86,9,5,2006,61,1
2055,388,7,21378,518,4,20,2015,73,6
1479,325,1,9254,217,7,1,2004,197,5
646,397,5,11761,95,10,24,2008,97,7
642,346,9,13661,235,7,47,2006,111,4
2601,192,2,7995,310,7,28,2014,174,5
1466,428,2,27879,110,1,35,2020,92,7
207,338,8,16110,201,2,45,2010,146,4
812,172,7,27258,541,1,36,2012,14,1
1387,325,5,2276,350,1,28,2002,171,6
2389,135,6,11455,667,9,35,2021,62,2
585,373,7,7881,499,7,22,2021,164,4
1334,112,1,3860,229,9,5,2006,44,1
376,254,7,18361,514,2,48,2004,134,3
2022,324,2,13283,390,2,5,2011,25,5
1035,19,8,20667,393,10,17,2016,154,4
1606,364,5,7973,349,3,28,2019,38,3
142,35,10,9892,557,3,20,2008,63,5
2443,29,4,8536,112,10,22,2001,72,1
1848,403,10,18839,480,2,23,2016,64,1
525,226,10,24090,136,7,48,2000,36,6
2374,450,9,6082,618,4,47,2019,76,3
1501,14,8,27372,269,10,32,2006,171,4
1609,298,10,15538,358,3,24,2007,38,7
1301,316,2,17994,107,5,23,2007,155,5
2252,153,2,28195,670,7,13,2006,113,2
454,404,9,19296,396,6,36,2002,109,3
1158,282,4,4455,642,6,12,2009,134,3
2015,104,4,9367,659,8,24,2009,181,1
2949,236,9,5170,690,9,41,2015,95,6
2994,406,7,26071,149,5,36,2011,21,7
1967,318,10,9714,260,3,36,2012,127,4
1827,65,3,4666,558,8,19,2011,109,3
2665,219,9,8681,661,9,12,2005,113,3
2832,414,4,1973,151,4,7,2006,153,7
1148,277,5,12393,491,3,13,2001,183,5
319,362,4,1212,85,6,41,2010,55,2
1626,162,10,26116,120,5,25,2021,195,1
2819,230,6,14279,122,4,11,2008,191,3
663,138,9,17682,117,6,12,2009,3,7
1600,16,8,4791,669,9,3,2007,186,2
137,414,2,6193,210,2,23,2019,19,2
1623,332,6,11926,247,10,48,2002,87,1
987,75,5,22288,636,9,24,2018,130,1
2759,322,9,27148,376,4,9,2016,42,3
774,401,4,2345,668,8,29,2009,92,3
1750,358,7,20374,256,4,29,2004,39,4
1770,41,3,2542,262,9,7,2003,110,5
497,450,9,18730,500,9,33,2012,99,7
611,339,3,21884,268,8,1,2018,86,2
2513,402,4,19560,454,3,28,2004,146,3
1408,7,10,2161,252,6,32,2019,183,7
2388,270,4,12247,580,1,31,2013,59,3
1177,446,7,667,128,5,16,2020,27,2
