movieId,title,userId,rating
2,Jumanji (1995),186,4
2,Jumanji (1995),202,4
2,Jumanji (1995),217,2
2,Jumanji (1995),219,2.5
2,Jumanji (1995),221,3.5
2,Jumanji (1995),222,2.5
2,Jumanji (1995),226,3
2,Jumanji (1995),230,2.5
2,Jumanji (1995),232,4
2,Jumanji (1995),240,5
2,Jumanji (1995),249,4
2,Jumanji (1995),259,2
2,Jumanji (1995),274,3.5
2,Jumanji (1995),276,4
2,Jumanji (1995),284,4
2,Jumanji (1995),288,2
2,Jumanji (1995),294,3
2,Jumanji (1995),298,0.5
2,Jumanji (1995),299,3
2,Jumanji (1995),304,4
2,Jumanji (1995),305,3.5
2,Jumanji (1995),307,2.5
2,Jumanji (1995),308,3
2,Jumanji (1995),318,3.5
2,Jumanji (1995),321,5
2,Jumanji (1995),322,3
2,Jumanji (1995),323,4
2,Jumanji (1995),330,1.5
2,Jumanji (1995),347,3
2,Jumanji (1995),353,4
2,Jumanji (1995),357,3
2,Jumanji (1995),359,3.5
2,Jumanji (1995),373,3
2,Jumanji (1995),380,5
2,Jumanji (1995),381,4
2,Jumanji (1995),395,3
2,Jumanji (1995),411,4
2,Jumanji (1995),414,3
2,Jumanji (1995),425,3
2,Jumanji (1995),426,4.5
2,Jumanji (1995),432,4
2,Jumanji (1995),434,2.5
2,Jumanji (1995),436,4
2,Jumanji (1995),446,3
2,Jumanji (1995),447,5
2,Jumanji (1995),448,3
2,Jumanji (1995),458,4
2,Jumanji (1995),470,3
2,Jumanji (1995),474,3
2,Jumanji (1995),475,4.5
2,Jumanji (1995),476,4
2,Jumanji (1995),477,4
2,Jumanji (1995),480,3
2,Jumanji (1995),482,4.5
2,Jumanji (1995),483,4
2,Jumanji (1995),484,2.5
2,Jumanji (1995),489,2.5
2,Jumanji (1995),497,2.5
2,Jumanji (1995),501,3
2,Jumanji (1995),512,3
2,Jumanji (1995),517,3
2,Jumanji (1995),523,4.5
2,Jumanji (1995),525,3.5
2,Jumanji (1995),527,4
2,Jumanji (1995),534,4.5
2,Jumanji (1995),559,4
2,Jumanji (1995),561,4
2,Jumanji (1995),563,2.5
2,Jumanji (1995),566,4
2,Jumanji (1995),570,3.5
2,Jumanji (1995),573,4.5
2,Jumanji (1995),586,4
2,Jumanji (1995),590,2.5
2,Jumanji (1995),592,4
2,Jumanji (1995),594,4
2,Jumanji (1995),599,2.5
2,Jumanji (1995),600,4
2,Jumanji (1995),602,4
2,Jumanji (1995),604,5
2,Jumanji (1995),605,3.5
2,Jumanji (1995),608,2
3,Grumpier Old Men (1995),1,4
3,Grumpier Old Men (1995),6,5
3,Grumpier Old Men (1995),19,3
3,Grumpier Old Men (1995),32,3
3,Grumpier Old Men (1995),42,4
3,Grumpier Old Men (1995),43,5
3,Grumpier Old Men (1995),44,3
3,Grumpier Old Men (1995),51,4
3,Grumpier Old Men (1995),58,3
3,Grumpier Old Men (1995),64,3.5
3,Grumpier Old Men (1995),68,2
3,Grumpier Old Men (1995),91,3
3,Grumpier Old Men (1995),100,3.5
3,Grumpier Old Men (1995),102,5
3,Grumpier Old Men (1995),116,3.5
3,Grumpier Old Men (1995),117,3
3,Grumpier Old Men (1995),150,3
3,Grumpier Old Men (1995),151,3
3,Grumpier Old Men (1995),169,5
3,Grumpier Old Men (1995),179,4
3,Grumpier Old Men (1995),217,1
3,Grumpier Old Men (1995),226,3.5
3,Grumpier Old Men (1995),240,4
3,Grumpier Old Men (1995),269,4
3,Grumpier Old Men (1995),270,3
3,Grumpier Old Men (1995),288,4
3,Grumpier Old Men (1995),289,2.5
3,Grumpier Old Men (1995),294,1
3,Grumpier Old Men (1995),302,3
3,Grumpier Old Men (1995),307,3.5
3,Grumpier Old Men (1995),308,0.5
3,Grumpier Old Men (1995),321,3
3,Grumpier Old Men (1995),330,3
3,Grumpier Old Men (1995),337,4
3,Grumpier Old Men (1995),368,3
3,Grumpier Old Men (1995),410,4
3,Grumpier Old Men (1995),414,4
3,Grumpier Old Men (1995),448,3
3,Grumpier Old Men (1995),456,3
3,Grumpier Old Men (1995),470,3
3,Grumpier Old Men (1995),477,3
3,Grumpier Old Men (1995),480,2.5
3,Grumpier Old Men (1995),492,4
3,Grumpier Old Men (1995),501,5
3,Grumpier Old Men (1995),544,3
3,Grumpier Old Men (1995),552,1
3,Grumpier Old Men (1995),555,5
3,Grumpier Old Men (1995),588,3
3,Grumpier Old Men (1995),590,3
3,Grumpier Old Men (1995),594,4
3,Grumpier Old Men (1995),599,1.5
3,Grumpier Old Men (1995),608,2
4,Waiting to Exhale (1995),6,3
4,Waiting to Exhale (1995),14,3
4,Waiting to Exhale (1995),84,3
4,Waiting to Exhale (1995),162,3
4,Waiting to Exhale (1995),262,1
4,Waiting to Exhale (1995),411,2
4,Waiting to Exhale (1995),600,1.5
5,Father of the Bride Part II (1995),6,5
5,Father of the Bride Part II (1995),31,3
5,Father of the Bride Part II (1995),43,5
5,Father of the Bride Part II (1995),45,3
5,Father of the Bride Part II (1995),58,4
5,Father of the Bride Part II (1995),66,4
5,Father of the Bride Part II (1995),68,2
5,Father of the Bride Part II (1995),84,3
5,Father of the Bride Part II (1995),103,4
5,Father of the Bride Part II (1995),107,4
5,Father of the Bride Part II (1995),111,3.5
5,Father of the Bride Part II (1995),117,3
5,Father of the Bride Part II (1995),120,4
5,Father of the Bride Part II (1995),121,3
5,Father of the Bride Part II (1995),147,4.5
5,Father of the Bride Part II (1995),150,3
5,Father of the Bride Part II (1995),169,5
5,Father of the Bride Part II (1995),170,3
5,Father of the Bride Part II (1995),181,3
5,Father of the Bride Part II (1995),200,4
5,Father of the Bride Part II (1995),229,3
5,Father of the Bride Part II (1995),269,3
5,Father of the Bride Part II (1995),270,3
5,Father of the Bride Part II (1995),276,3
5,Father of the Bride Part II (1995),288,2
5,Father of the Bride Part II (1995),321,3
5,Father of the Bride Part II (1995),337,4
5,Father of the Bride Part II (1995),353,3
5,Father of the Bride Part II (1995),389,4
5,Father of the Bride Part II (1995),402,3
5,Father of the Bride Part II (1995),414,2
5,Father of the Bride Part II (1995),437,2
5,Father of the Bride Part II (1995),448,3
5,Father of the Bride Part II (1995),451,3
5,Father of the Bride Part II (1995),456,3
5,Father of the Bride Part II (1995),458,3
5,Father of the Bride Part II (1995),470,3
5,Father of the Bride Part II (1995),474,1.5
5,Father of the Bride Part II (1995),483,2.5
5,Father of the Bride Part II (1995),489,2
5,Father of the Bride Part II (1995),490,0.5
5,Father of the Bride Part II (1995),492,3
5,Father of the Bride Part II (1995),501,3
5,Father of the Bride Part II (1995),509,1.5
5,Father of the Bride Part II (1995),521,3
5,Father of the Bride Part II (1995),561,3
5,Father of the Bride Part II (1995),590,2
5,Father of the Bride Part II (1995),600,2.5
5,Father of the Bride Part II (1995),604,3
6,Heat (1995),1,4
6,Heat (1995),6,4
6,Heat (1995),11,5
6,Heat (1995),18,4
6,Heat (1995),23,4
6,Heat (1995),24,4.5
6,Heat (1995),28,3.5
6,Heat (1995),32,3
6,Heat (1995),44,3
6,Heat (1995),45,4
6,Heat (1995),57,3
6,Heat (1995),62,4.5
6,Heat (1995),64,4.5
6,Heat (1995),68,4
6,Heat (1995),79,4
6,Heat (1995),82,3.5
6,Heat (1995),84,4
6,Heat (1995),91,5
6,Heat (1995),102,3
6,Heat (1995),105,4
6,Heat (1995),109,3
6,Heat (1995),112,4.5
6,Heat (1995),117,3
6,Heat (1995),121,5
6,Heat (1995),140,5
6,Heat (1995),150,4
6,Heat (1995),160,2
6,Heat (1995),166,3.5
6,Heat (1995),181,3
6,Heat (1995),182,4.5
6,Heat (1995),191,4
6,Heat (1995),195,4
6,Heat (1995),199,4
6,Heat (1995),202,5
6,Heat (1995),217,2
6,Heat (1995),219,3.5
6,Heat (1995),220,3.5
6,Heat (1995),239,5
6,Heat (1995),244,5
6,Heat (1995),266,4
6,Heat (1995),269,5
6,Heat (1995),270,3
6,Heat (1995),274,4
6,Heat (1995),282,4
6,Heat (1995),286,4.5
6,Heat (1995),294,3
6,Heat (1995),297,5
6,Heat (1995),305,3.5
6,Heat (1995),308,1
6,Heat (1995),312,4
6,Heat (1995),313,3
6,Heat (1995),314,3
6,Heat (1995),317,5
6,Heat (1995),318,4
6,Heat (1995),325,4
6,Heat (1995),336,4
6,Heat (1995),337,5
6,Heat (1995),339,4
6,Heat (1995),353,4
6,Heat (1995),362,4
6,Heat (1995),368,4
6,Heat (1995),372,5
6,Heat (1995),373,5
6,Heat (1995),380,5
6,Heat (1995),385,3
6,Heat (1995),386,3
6,Heat (1995),389,5
6,Heat (1995),391,4
6,Heat (1995),400,5
6,Heat (1995),414,3
6,Heat (1995),425,4
6,Heat (1995),434,4
6,Heat (1995),437,5
6,Heat (1995),438,5
6,Heat (1995),444,4
6,Heat (1995),451,4
6,Heat (1995),469,3
6,Heat (1995),470,3
6,Heat (1995),474,3
6,Heat (1995),480,4
6,Heat (1995),486,5
6,Heat (1995),492,3
6,Heat (1995),493,4
6,Heat (1995),501,3
6,Heat (1995),521,4
6,Heat (1995),524,4
6,Heat (1995),532,5
6,Heat (1995),553,5
6,Heat (1995),559,5
6,Heat (1995),561,4
6,Heat (1995),573,4.5
6,Heat (1995),577,4
6,Heat (1995),580,4
6,Heat (1995),588,5
6,Heat (1995),590,3.5
6,Heat (1995),592,3
6,Heat (1995),597,3
6,Heat (1995),599,4.5
6,Heat (1995),602,3
6,Heat (1995),603,4
6,Heat (1995),604,3
6,Heat (1995),610,5
7,Sabrina (1995),6,4
7,Sabrina (1995),14,3
7,Sabrina (1995),19,2
7,Sabrina (1995),31,4
7,Sabrina (1995),32,4
7,Sabrina (1995),33,1
7,Sabrina (1995),42,3
7,Sabrina (1995),43,5
7,Sabrina (1995),45,3
7,Sabrina (1995),51,4
7,Sabrina (1995),58,5
7,Sabrina (1995),68,2
7,Sabrina (1995),71,3
7,Sabrina (1995),84,3
7,Sabrina (1995),90,4
7,Sabrina (1995),95,3
7,Sabrina (1995),117,4
7,Sabrina (1995),150,3
7,Sabrina (1995),169,4.5
7,Sabrina (1995),177,1
7,Sabrina (1995),179,3
7,Sabrina (1995),181,3
7,Sabrina (1995),188,4
7,Sabrina (1995),199,3
7,Sabrina (1995),206,4
7,Sabrina (1995),257,1
7,Sabrina (1995),262,3
7,Sabrina (1995),270,3
7,Sabrina (1995),276,4
7,Sabrina (1995),280,4.5
7,Sabrina (1995),286,3.5
7,Sabrina (1995),304,4
7,Sabrina (1995),314,4
7,Sabrina (1995),337,3
7,Sabrina (1995),350,3
7,Sabrina (1995),411,3
7,Sabrina (1995),414,3
7,Sabrina (1995),451,3
7,Sabrina (1995),470,3
7,Sabrina (1995),474,3
7,Sabrina (1995),489,4
7,Sabrina (1995),492,3
7,Sabrina (1995),498,4
7,Sabrina (1995),501,4
7,Sabrina (1995),510,1
7,Sabrina (1995),513,3
7,Sabrina (1995),521,3
7,Sabrina (1995),529,2
7,Sabrina (1995),541,4
7,Sabrina (1995),566,4
7,Sabrina (1995),597,1
7,Sabrina (1995),599,2.5
7,Sabrina (1995),600,3.5
7,Sabrina (1995),606,2.5
8,Tom and Huck (1995),6,3
8,Tom and Huck (1995),20,1
8,Tom and Huck (1995),43,5
8,Tom and Huck (1995),274,3
8,Tom and Huck (1995),372,2
8,Tom and Huck (1995),414,3
8,Tom and Huck (1995),436,3
8,Tom and Huck (1995),501,3
9,Sudden Death (1995),151,4
9,Sudden Death (1995),179,3
9,Sudden Death (1995),217,3
9,Sudden Death (1995),269,2
9,Sudden Death (1995),270,3
9,Sudden Death (1995),337,5
9,Sudden Death (1995),353,3
9,Sudden Death (1995),364,3
9,Sudden Death (1995),389,3
9,Sudden Death (1995),402,3
9,Sudden Death (1995),428,2
9,Sudden Death (1995),437,3
9,Sudden Death (1995),456,4
9,Sudden Death (1995),464,2.5
9,Sudden Death (1995),492,5
9,Sudden Death (1995),599,1.5
10,GoldenEye (1995),6,3
10,GoldenEye (1995),8,2
10,GoldenEye (1995),11,3
10,GoldenEye (1995),19,2
10,GoldenEye (1995),21,5
10,GoldenEye (1995),26,3
10,GoldenEye (1995),31,4
10,GoldenEye (1995),34,5
10,GoldenEye (1995),42,5
10,GoldenEye (1995),43,4
10,GoldenEye (1995),46,3
10,GoldenEye (1995),56,4
10,GoldenEye (1995),57,3
10,GoldenEye (1995),59,3
10,GoldenEye (1995),63,3
10,GoldenEye (1995),68,4.5
10,GoldenEye (1995),81,1
10,GoldenEye (1995),82,3.5
10,GoldenEye (1995),84,3
10,GoldenEye (1995),91,3.5
10,GoldenEye (1995),93,4
10,GoldenEye (1995),94,3
10,GoldenEye (1995),99,4
10,GoldenEye (1995),104,3
10,GoldenEye (1995),117,3
10,GoldenEye (1995),119,4
10,GoldenEye (1995),136,5
10,GoldenEye (1995),144,3
10,GoldenEye (1995),160,1
10,GoldenEye (1995),166,4.5
10,GoldenEye (1995),170,3
10,GoldenEye (1995),173,3
10,GoldenEye (1995),174,3
10,GoldenEye (1995),176,5
10,GoldenEye (1995),178,4
10,GoldenEye (1995),181,2
10,GoldenEye (1995),182,3.5
10,GoldenEye (1995),186,4
10,GoldenEye (1995),192,5
10,GoldenEye (1995),195,4
10,GoldenEye (1995),200,4.5
10,GoldenEye (1995),202,4
10,GoldenEye (1995),208,2
10,GoldenEye (1995),217,4
10,GoldenEye (1995),219,4.5
10,GoldenEye (1995),220,4
10,GoldenEye (1995),226,4
10,GoldenEye (1995),229,4
10,GoldenEye (1995),232,3
10,GoldenEye (1995),235,2
10,GoldenEye (1995),240,3
10,GoldenEye (1995),243,5
10,GoldenEye (1995),244,5
10,GoldenEye (1995),248,3.5
10,GoldenEye (1995),262,2
10,GoldenEye (1995),274,4
10,GoldenEye (1995),282,3.5
10,GoldenEye (1995),284,4
10,GoldenEye (1995),288,3
10,GoldenEye (1995),292,3.5
10,GoldenEye (1995),294,3
10,GoldenEye (1995),301,4
10,GoldenEye (1995),304,4
10,GoldenEye (1995),307,2.5
10,GoldenEye (1995),313,4
10,GoldenEye (1995),314,3
10,GoldenEye (1995),322,4
10,GoldenEye (1995),331,3
10,GoldenEye (1995),334,3.5
10,GoldenEye (1995),340,4
10,GoldenEye (1995),347,4
10,GoldenEye (1995),349,4
10,GoldenEye (1995),353,3
10,GoldenEye (1995),354,3.5
10,GoldenEye (1995),361,3.5
10,GoldenEye (1995),368,3
10,GoldenEye (1995),372,3
10,GoldenEye (1995),376,4.5
10,GoldenEye (1995),380,5
10,GoldenEye (1995),385,3
10,GoldenEye (1995),386,3
10,GoldenEye (1995),387,3.5
10,GoldenEye (1995),391,3
10,GoldenEye (1995),395,3
10,GoldenEye (1995),408,4.5
10,GoldenEye (1995),411,3
10,GoldenEye (1995),414,3
10,GoldenEye (1995),419,3.5
10,GoldenEye (1995),425,3
10,GoldenEye (1995),434,3.5
10,GoldenEye (1995),438,4
10,GoldenEye (1995),441,4.5
10,GoldenEye (1995),446,3
10,GoldenEye (1995),447,3
10,GoldenEye (1995),448,4
10,GoldenEye (1995),452,4
10,GoldenEye (1995),453,2
10,GoldenEye (1995),458,4
10,GoldenEye (1995),462,3
10,GoldenEye (1995),469,2
10,GoldenEye (1995),470,3
10,GoldenEye (1995),476,3
10,GoldenEye (1995),480,4
10,GoldenEye (1995),483,2
10,GoldenEye (1995),485,4
10,GoldenEye (1995),486,4
10,GoldenEye (1995),489,2.5
10,GoldenEye (1995),498,3
10,GoldenEye (1995),501,4
10,GoldenEye (1995),517,0.5
10,GoldenEye (1995),520,4
10,GoldenEye (1995),522,4.5
10,GoldenEye (1995),524,4
10,GoldenEye (1995),531,4
10,GoldenEye (1995),534,4
10,GoldenEye (1995),541,4
10,GoldenEye (1995),557,4.5
10,GoldenEye (1995),559,3
10,GoldenEye (1995),566,3
10,GoldenEye (1995),569,4
10,GoldenEye (1995),570,3.5
10,GoldenEye (1995),573,4.5
10,GoldenEye (1995),580,3.5
10,GoldenEye (1995),584,5
10,GoldenEye (1995),588,3
10,GoldenEye (1995),590,3.5
10,GoldenEye (1995),592,3
10,GoldenEye (1995),597,3
10,GoldenEye (1995),599,3.5
10,GoldenEye (1995),602,3
10,GoldenEye (1995),608,4
10,GoldenEye (1995),609,4
11,"American President, The (1995)",6,4
11,"American President, The (1995)",8,4
11,"American President, The (1995)",33,2
11,"American President, The (1995)",35,4
11,"American President, The (1995)",38,5
11,"American President, The (1995)",42,5
11,"American President, The (1995)",43,4
11,"American President, The (1995)",45,3
11,"American President, The (1995)",56,4
11,"American President, The (1995)",57,3
11,"American President, The (1995)",68,4.5
11,"American President, The (1995)",84,4
11,"American President, The (1995)",89,2.5
11,"American President, The (1995)",94,3
11,"American President, The (1995)",100,4
11,"American President, The (1995)",107,5
11,"American President, The (1995)",109,4
11,"American President, The (1995)",113,3
11,"American President, The (1995)",117,4
11,"American President, The (1995)",121,4
11,"American President, The (1995)",140,4
11,"American President, The (1995)",156,3
11,"American President, The (1995)",169,4
11,"American President, The (1995)",174,5
11,"American President, The (1995)",177,3
11,"American President, The (1995)",181,5
11,"American President, The (1995)",199,4
11,"American President, The (1995)",201,4
11,"American President, The (1995)",202,4
11,"American President, The (1995)",235,4
11,"American President, The (1995)",239,5
11,"American President, The (1995)",263,4
11,"American President, The (1995)",290,4
11,"American President, The (1995)",304,5
11,"American President, The (1995)",314,5
11,"American President, The (1995)",322,4
11,"American President, The (1995)",345,2.5
11,"American President, The (1995)",347,4
11,"American President, The (1995)",353,4
11,"American President, The (1995)",357,3.5
11,"American President, The (1995)",372,4
11,"American President, The (1995)",373,2
11,"American President, The (1995)",387,2.5
11,"American President, The (1995)",404,4
11,"American President, The (1995)",410,3
11,"American President, The (1995)",411,4
11,"American President, The (1995)",414,5
11,"American President, The (1995)",438,4
11,"American President, The (1995)",446,4
11,"American President, The (1995)",455,4
11,"American President, The (1995)",469,3
11,"American President, The (1995)",474,2.5
11,"American President, The (1995)",476,3
11,"American President, The (1995)",489,1.5
11,"American President, The (1995)",500,1
11,"American President, The (1995)",501,3
11,"American President, The (1995)",514,4
11,"American President, The (1995)",530,4
11,"American President, The (1995)",541,4
11,"American President, The (1995)",566,5
11,"American President, The (1995)",570,3.5
11,"American President, The (1995)",579,3
11,"American President, The (1995)",587,4
11,"American President, The (1995)",590,3
11,"American President, The (1995)",594,5
11,"American President, The (1995)",597,3
11,"American President, The (1995)",599,2.5
11,"American President, The (1995)",602,3
11,"American President, The (1995)",606,2.5
11,"American President, The (1995)",607,3
12,Dracula: Dead and Loving It (1995),19,1
12,Dracula: Dead and Loving It (1995),44,1
12,Dracula: Dead and Loving It (1995),120,3
12,Dracula: Dead and Loving It (1995),151,3
12,Dracula: Dead and Loving It (1995),217,3
12,Dracula: Dead and Loving It (1995),273,1
12,Dracula: Dead and Loving It (1995),274,3.5
12,Dracula: Dead and Loving It (1995),276,4
12,Dracula: Dead and Loving It (1995),288,2
12,Dracula: Dead and Loving It (1995),294,1
12,Dracula: Dead and Loving It (1995),337,3
12,Dracula: Dead and Loving It (1995),350,3
12,Dracula: Dead and Loving It (1995),351,5
12,Dracula: Dead and Loving It (1995),380,4
12,Dracula: Dead and Loving It (1995),448,2
12,Dracula: Dead and Loving It (1995),492,3
12,Dracula: Dead and Loving It (1995),524,1
12,Dracula: Dead and Loving It (1995),571,1
12,Dracula: Dead and Loving It (1995),599,1.5
13,Balto (1995),6,3
13,Balto (1995),19,3
13,Balto (1995),20,4
13,Balto (1995),288,2
13,Balto (1995),304,4
13,Balto (1995),328,3
13,Balto (1995),476,3
13,Balto (1995),509,3
14,Nixon (1995),84,4
14,Nixon (1995),90,5
14,Nixon (1995),109,4
14,Nixon (1995),182,4
14,Nixon (1995),206,4
14,Nixon (1995),270,5
14,Nixon (1995),302,4
14,Nixon (1995),337,3
14,Nixon (1995),372,4
14,Nixon (1995),385,3
14,Nixon (1995),437,3
14,Nixon (1995),470,4
14,Nixon (1995),474,3
14,Nixon (1995),492,3
14,Nixon (1995),521,4
14,Nixon (1995),544,3
14,Nixon (1995),602,5
14,Nixon (1995),604,4
15,Cutthroat Island (1995),6,4
15,Cutthroat Island (1995),19,2
15,Cutthroat Island (1995),93,4
15,Cutthroat Island (1995),136,5
15,Cutthroat Island (1995),284,4
15,Cutthroat Island (1995),314,2
15,Cutthroat Island (1995),414,2
